时间,天气状况,温度(℃),降水量(mm),风向,风力(级),风速(km/h),气压(hPa),湿度(%),能见度(km),云量%
2024-11-21 05:00,多云,6.7,0,西北风,1,1,980,100,3,60
2024-11-21 06:00,多云,5.6,0,西风,1,2,980,100,3,40
2024-11-21 07:00,多云,5.3,0,西北风,1,1,981,100,3,20
2024-11-21 08:00,多云,4.9,0,西北风,1,3,981,100,3,0
2024-11-21 09:00,多云,7.4,0,南风,1,2,982,100,3,11
2024-11-21 10:00,多云,8.8,0,西北风,2,6,982,98,3,21
2024-11-21 11:00,晴,10.7,0,西北风,1,5,981,82,7,32
2024-11-21 12:00,多云,11.9,0,南风,1,5,980,73,8,21
2024-11-21 13:00,多云,12,0,南风,2,6,979,70,9,11
2024-11-21 14:00,多云,12.9,0,南风,1,1,978,69,10,0
2024-11-21 15:00,多云,12.8,0,西北风,1,3,978,65,10,21
2024-11-21 16:00,阴,12.9,0,东北风,1,3,977,69,10,42
2024-11-21 17:00,多云,12.5,0,东北风,1,1,978,69,10,63
2024-11-21 18:00,多云,10.6,0,西北风,1,2,978,89,10,42
2024-11-21 19:00,晴,8.3,0,北风,0,0,978,100,8,21
2024-11-21 20:00,晴,7.2,0,西北风,1,1,979,100,6,0
2024-11-21 21:00,晴,6.6,0,北风,0,0,979,100,4,0
2024-11-21 22:00,晴,6.3,0,西风,1,1,979,100,4,0
2024-11-21 23:00,晴,5.9,0,南风,1,1,979,100,3,0
2024-11-22 00:00,晴,5.7,0,西风,1,1,979,100,2,0
2024-11-22 01:00,晴,5.8,0,西北风,1,2,979,100,2,0
2024-11-22 02:00,晴,5.1,0,西北风,0,0,979,100,3,0
2024-11-22 03:00,晴,5.1,0,西北风,0,0,979,100,3,0
2024-11-22 04:00,多云,4.8,0,西北风,0,0,979,100,3,0
2024-11-22 05:00,多云,5,0,西南风,1,1,979,100,3,0
2024-11-22 06:00,晴,5.8,0,西南风,1,3,979,100,3,0
2024-11-22 07:00,晴,5.5,0,东南风,1,2,979,100,3,0
2024-11-22 08:00,晴,6.1,0,东风,1,5,980,100,3,0
2024-11-22 09:00,多云,6.9,0,东北风,1,3,980,100,2,0
2024-11-22 10:00,晴,7.8,0,东北风,1,4,980,94,2,1
2024-11-22 11:00,多云,9.7,0,东南风,1,2,979,75,3,1
2024-11-22 12:00,晴,10.4,0,北风,1,5,978,65,6,1
2024-11-22 13:00,多云,11.6,0,西北风,1,2,977,64,6,0
2024-11-22 14:00,多云,11.7,0,北风,1,3,976,63,6,0
2024-11-22 15:00,晴,12.6,0,北风,1,2,976,63,6,1
2024-11-22 16:00,晴,11.7,0,北风,1,4,975,72,6,1
2024-11-22 17:00,晴,10.8,0,北风,0,0,975,82,6,2
2024-11-22 18:00,晴,9,0,北风,1,1,976,100,6,1
2024-11-22 19:00,晴,7.7,0,西南风,0,0,976,100,4,1
2024-11-22 20:00,晴,7.1,0,西南风,1,2,976,100,2,0
2024-11-22 21:00,晴,6.6,0,南风,0,0,977,100,2,12
2024-11-22 22:00,多云,7.9,0,西北风,1,1,977,100,1,23
2024-11-22 23:00,晴,6.5,0,南风,1,2,977,100,1,35
2024-11-23 00:00,晴,6,0,西北风,1,1,978,100,1,23
2024-11-23 01:00,晴,5.5,0,西北风,1,1,977,100,1,12
2024-11-23 02:00,晴,5.5,0,西北风,1,2,977,100,1,0
2024-11-23 03:00,多云,5.3,0,西北风,1,1,977,100,1,12
2024-11-23 04:00,多云,5.5,0,西北风,1,2,977,100,1,25
2024-11-23 05:00,多云,5.7,0,西北风,1,2,977,100,1,37
2024-11-23 06:00,多云,6,0,西北风,1,1,977,100,1,25
2024-11-23 07:00,多云,5.7,0,西北风,1,2,977,100,1,12
2024-11-23 08:00,多云,6.7,0,东北风,1,1,978,100,1,0
2024-11-23 09:00,多云,7.3,0,东北风,1,2,978,100,2,12
2024-11-23 10:00,阴,7.7,0,东风,2,6,978,100,2,23
2024-11-23 11:00,多云,8.9,0,东风,1,3,978,99,2,35
2024-11-23 12:00,多云,8.5,0,东北风,1,3,977,99,3,23
2024-11-23 13:00,阴,8.7,0,北风,1,2,976,100,3,12
2024-11-23 14:00,阴,8.5,0.1,南风,0,0,975,100,3,0
2024-11-23 15:00,阴,8.9,0,西风,1,4,975,100,3,28
2024-11-23 16:00,多云,9.8,0,北风,1,5,974,100,3,57
2024-11-23 17:00,多云,10.5,0,东北风,1,3,975,100,3,85
2024-11-23 18:00,多云,10,0.1,东北风,1,1,975,100,3,57
2024-11-23 19:00,阴,10.3,0,东风,1,2,975,97,3,28
2024-11-23 20:00,阴,10,0,南风,1,1,976,100,3,0
2024-11-23 21:00,阴,9.4,0,西北风,1,4,977,100,3,27
2024-11-23 22:00,阴,9,0,西北风,1,1,977,100,2,54
2024-11-23 23:00,阴,9.2,0,西南风,1,3,977,100,2,81
2024-11-24 00:00,阴,9.1,0,东风,1,2,978,99,2,54
2024-11-24 01:00,多云,8.9,0,西风,1,2,978,100,3,27
2024-11-24 02:00,阴,8.8,0,北风,1,1,978,100,2,0
2024-11-24 03:00,阴,8.4,0,南风,1,1,978,100,2,33
2024-11-24 04:00,阴,8.3,0,南风,1,5,978,100,2,66
2024-11-24 05:00,阴,8.5,0,西北风,1,2,978,100,2,99
2024-11-24 06:00,阴,8.5,0,西北风,1,1,978,100,2,66
2024-11-24 07:00,阴,8.5,0,西北风,1,3,978,100,2,33
2024-11-24 08:00,多云,8.5,0,北风,1,1,979,100,2,0
2024-11-24 09:00,阴,8.3,0,西北风,1,2,980,100,2,31
2024-11-24 10:00,阴,7.4,0.1,西北风,1,3,980,100,2,62
2024-11-24 11:00,阴,7.1,0.2,西北风,1,5,979,100,1,93
2024-11-24 12:00,阴,7,0.2,西北风,1,5,979,100,1,62
2024-11-24 13:00,阴,7.3,0,西北风,1,3,979,100,1,31
2024-11-24 14:00,小雨,7.6,0,西北风,1,2,978,100,1,0
2024-11-24 15:00,阴,7.8,0.6,南风,1,1,978,100,1,20
2024-11-24 16:00,阴,8.2,0.2,南风,1,4,978,100,1,41
2024-11-24 17:00,雨,8.3,0.1,南风,1,1,979,100,1,61
2024-11-24 18:00,小雨,8.1,1.9,北风,2,7,980,100,1,41
2024-11-24 19:00,小雨,7.3,3.4,北风,1,3,981,100,1,20
2024-11-24 20:00,中雨,7.1,3.8,北风,1,5,983,100,2,0
2024-11-24 21:00,小雨,6.9,2.3,北风,1,4,984,100,4,32
2024-11-24 22:00,阴,6.6,1.6,北风,1,4,985,100,4,65
2024-11-24 23:00,阴,5.9,0.4,东南风,1,1,985,100,7,97
2024-11-25 00:00,小雨,5.9,0.8,东北风,1,3,986,100,7,65
2024-11-25 01:00,阴,5.2,1.9,东北风,1,4,986,100,7,32
2024-11-25 02:00,阴,4.8,0.4,西北风,2,6,986,100,8,0
2024-11-25 03:00,阴,4.8,0.1,北风,1,4,986,100,8,9
2024-11-25 04:00,阴,4.9,0,东北风,1,2,985,100,8,17
2024-11-25 05:00,阴,5,0,西北风,1,5,985,100,12,26
2024-11-25 06:00,多云,4.7,0,西北风,2,6,985,100,18,17
2024-11-25 07:00,阴,4.4,0,西北风,1,2,986,100,15,9
2024-11-25 08:00,多云,4,0,北风,1,2,987,100,27,0
2024-11-25 09:00,晴,5.2,0,北风,1,3,987,91,22,0
2024-11-25 10:00,晴,6.6,0.1,西北风,2,7,988,57,17,0
2024-11-25 11:00,晴,8.2,0,西北风,2,10,988,45,19,0
2024-11-25 12:00,晴,8.6,0,西北风,2,8,987,40,27,0
2024-11-25 13:00,晴,9.3,0,西北风,1,3,986,38,29,0
2024-11-25 14:00,晴,10,0,西北风,2,8,985,34,30,0
2024-11-25 15:00,晴,10.2,0,西北风,2,8,985,33,30,0
2024-11-25 16:00,晴,8.8,0,西北风,1,5,984,34,30,1
2024-11-25 17:00,晴,8.4,0,西北风,1,2,984,35,30,1
2024-11-25 18:00,晴,6.5,0,西风,1,1,984,50,21,1
2024-11-25 19:00,晴,6.4,0,南风,1,3,985,47,15,0
2024-11-25 20:00,晴,5.5,0,南风,1,2,985,48,15,0
2024-11-25 21:00,晴,4.5,0,南风,1,1,985,59,16,0
2024-11-25 22:00,晴,2.8,0,西北风,1,3,985,84,20,0
2024-11-25 23:00,晴,2.8,0,西北风,1,1,985,81,25,0
2024-11-26 00:00,晴,1.6,0,西北风,1,3,985,94,23,0
2024-11-26 01:00,晴,0.9,0,北风,1,2,984,100,20,0
2024-11-26 02:00,晴,0.9,0,西南风,1,1,984,100,18,0
2024-11-26 03:00,晴,0.6,0,西南风,1,2,984,100,18,0
2024-11-26 04:00,晴,0.9,0,西风,1,2,984,100,18,0
2024-11-26 05:00,晴,1.4,0,西北风,0,0,984,100,18,0
2024-11-26 06:00,晴,-0.1,0,北风,0,0,984,100,11,0
2024-11-26 07:00,晴,-0.2,0,西北风,1,1,984,100,11,0
2024-11-26 08:00,晴,0.2,0,南风,1,1,984,100,9,0
2024-11-26 09:00,多云,2.1,0,西风,1,4,984,91,10,0
2024-11-26 10:00,晴,3.6,0,西北风,1,3,985,75,13,0
2024-11-26 11:00,晴,5,0,西北风,1,2,984,64,16,0
2024-11-26 12:00,晴,5.9,0.1,西北风,2,7,983,59,21,0
2024-11-26 13:00,多云,7.1,0,南风,2,8,982,47,21,0
2024-11-26 14:00,多云,7.9,0,南风,2,6,980,45,25,0
2024-11-26 15:00,晴,8.8,0,南风,2,7,979,41,25,0
2024-11-26 16:00,晴,8.7,0,南风,1,2,979,41,25,0
2024-11-26 17:00,晴,8.2,0,南风,1,5,979,42,25,0
2024-11-26 18:00,晴,6.3,0,西南风,0,0,980,53,20,1
2024-11-26 19:00,晴,4.8,0,南风,1,2,981,62,19,1
2024-11-26 20:00,晴,3.3,0,西北风,1,2,982,71,15,2
2024-11-26 21:00,晴,5.7,0,西南风,1,3,982,60,15,3
2024-11-26 22:00,晴,3.8,0,南风,1,1,983,77,13,3
2024-11-26 23:00,晴,4.8,0,东风,1,3,984,65,9,4
2024-11-27 00:00,晴,5.2,0.1,东北风,1,3,984,54,8,3
2024-11-27 01:00,晴,6.3,0,北风,1,4,984,34,8,1
2024-11-27 02:00,晴,6.3,0,西风,1,3,985,34,13,0
2024-11-27 03:00,晴,6,0,西北风,1,2,985,31,13,0
2024-11-27 04:00,晴,4.3,0,西北风,1,1,985,38,13,0
2024-11-27 05:00,晴,3.5,0,西北风,1,2,986,43,14,0
2024-11-27 06:00,晴,4,0,西北风,0,0,986,38,14,0
2024-11-27 07:00,晴,3,0,东北风,1,3,986,40,15,0
2024-11-27 08:00,晴,3.3,0,东北风,1,1,987,45,13,0
2024-11-27 09:00,晴,4.7,0,北风,1,2,987,36,16,0
2024-11-27 10:00,晴,6.4,0,北风,2,6,986,34,15,0
2024-11-27 11:00,晴,9.1,0,南风,2,10,986,30,15,0
2024-11-27 12:00,晴,10,0,西北风,2,7,984,29,17,0
2024-11-27 13:00,晴,10.7,0,西风,2,6,982,27,19,0
2024-11-27 14:00,晴,11.9,0,西南风,3,14,981,25,17,0
2024-11-27 15:00,晴,12.2,0,南风,2,7,979,22,17,8
2024-11-27 16:00,晴,11.7,0,西南风,1,5,979,23,17,17
2024-11-27 17:00,晴,10.7,0,南风,1,3,978,27,17,25
2024-11-27 18:00,晴,7.8,0,南风,1,1,978,38,18,17
2024-11-27 19:00,晴,6.5,0,南风,1,1,978,41,18,8
2024-11-27 20:00,晴,4.6,0,南风,1,1,978,62,18,0
2024-11-27 21:00,晴,4.1,0,南风,0,0,981,62,16,0
2024-11-27 22:00,晴,3.5,0,西北风,1,1,982,64,10,0
2024-11-27 23:00,晴,4.1,0,东风,1,1,983,60,8,0
2024-11-28 00:00,晴,5.3,0,东北风,1,1,983,43,9,0
2024-11-28 01:00,晴,4.1,0,北风,1,1,983,56,12,0
2024-11-28 02:00,晴,3.2,0,南风,1,2,984,57,14,0
2024-11-28 03:00,晴,3.4,0,北风,1,1,984,52,14,0
2024-11-28 04:00,晴,3.5,0,北风,1,2,984,49,14,1
2024-11-28 05:00,晴,4.6,0,北风,1,2,985,43,14,1
2024-11-28 06:00,晴,3.4,0,北风,1,2,985,46,10,1
2024-11-28 07:00,晴,2.5,0,北风,1,2,985,51,8,0
2024-11-28 08:00,晴,2.2,0,北风,1,2,986,55,8,0
2024-11-28 09:00,晴,4.8,0,北风,1,3,987,41,11,0
2024-11-28 10:00,晴,7,0,北风,1,3,987,36,9,0
2024-11-28 11:00,晴,10,0,西北风,1,5,986,27,10,0
2024-11-28 12:00,晴,11.1,0,西北风,3,19,985,24,10,0
2024-11-28 13:00,晴,12.4,0,西风,2,7,983,24,10,0
2024-11-28 14:00,晴,13.5,0,南风,2,9,982,24,10,0
2024-11-28 15:00,晴,13.5,0,南风,2,7,982,24,10,1
2024-11-28 16:00,晴,12.6,0,西南风,1,3,981,23,10,3
2024-11-28 17:00,晴,11.4,0,北风,1,2,981,31,13,4
2024-11-28 18:00,晴,7.7,0,东北风,1,1,981,39,15,3
2024-11-28 19:00,晴,5.5,0,东南风,1,1,981,53,13,1
2024-11-28 20:00,晴,4.5,0,南风,0,0,981,63,13,0
2024-11-28 21:00,晴,4,0,南风,1,1,981,66,9,0
2024-11-28 22:00,晴,3.6,0,西风,1,1,981,71,9,0
2024-11-28 23:00,晴,3.1,0,东南风,1,2,981,78,10,0
2024-11-29 00:00,晴,3.6,0,南风,0,0,981,64,10,0
2024-11-29 01:00,晴,3.8,0,东南风,1,2,981,57,10,0
2024-11-29 02:00,晴,3.5,0,西北风,1,1,980,61,11,0
2024-11-29 03:00,晴,2.5,0,西北风,1,3,980,67,11,0
2024-11-29 04:00,晴,3.7,0,南风,1,3,980,59,11,0
2024-11-29 05:00,晴,3.7,0,南风,0,0,980,58,11,0
2024-11-29 06:00,晴,1.9,0,西南风,1,3,980,75,17,0
2024-11-29 07:00,晴,2.5,0,南风,2,6,981,64,16,0
2024-11-29 08:00,晴,3.8,0,南风,1,4,981,59,17,0
2024-11-29 09:00,晴,5.3,0,南风,1,5,981,51,9,0
2024-11-29 10:00,晴,7.8,0,南风,2,7,980,39,11,0
2024-11-29 11:00,晴,11.1,0,南风,2,6,980,33,11,0
2024-11-29 12:00,晴,12.2,0,南风,2,6,978,33,18,0
2024-11-29 13:00,晴,13.4,0,南风,1,5,977,29,18,0
2024-11-29 14:00,晴,14.3,0,南风,2,7,976,25,18,0
2024-11-29 15:00,晴,15.2,0,南风,1,4,975,24,18,19
2024-11-29 16:00,晴,14.3,0,南风,0,0,974,22,18,37
2024-11-29 17:00,晴,11.9,0,西北风,1,2,974,34,18,56
2024-11-29 18:00,晴,8.9,0,南风,0,0,975,45,20,37
2024-11-29 19:00,晴,6.4,0,西南风,0,0,975,56,14,19
2024-11-29 20:00,晴,5.6,0,南风,0,0,976,58,12,0
2024-11-29 21:00,晴,5.2,0,南风,0,0,976,59,14,20
2024-11-29 22:00,晴,5,0,东北风,1,1,976,68,13,40
2024-11-29 23:00,晴,4.8,0,东南风,1,1,976,70,13,60
2024-11-30 00:00,多云,5.4,0,南风,0,0,976,67,10,40
2024-11-30 01:00,晴,5.8,0,南风,1,2,975,63,12,20
2024-11-30 02:00,多云,7.1,0,南风,1,5,974,45,12,0
2024-11-30 03:00,多云,7.1,0,南风,0,0,974,46,12,0
2024-11-30 04:00,多云,6.9,0,西北风,0,0,974,48,12,0
2024-11-30 05:00,多云,5.2,0,北风,1,3,973,58,16,0
2024-11-30 06:00,多云,6.9,0,西南风,2,6,973,50,18,0
2024-11-30 07:00,晴,5.7,0,南风,1,1,973,53,18,0
2024-11-30 08:00,晴,6.7,0,南风,2,7,973,49,14,0
2024-11-30 09:00,晴,8,0,南风,2,8,973,43,10,0
2024-11-30 10:00,晴,8.8,0,南风,1,4,973,40,10,0
2024-11-30 11:00,晴,11.8,0,南风,2,8,972,32,13,0
2024-11-30 12:00,晴,13.3,0,南风,1,3,970,31,22,0
2024-11-30 13:00,晴,14.4,0,南风,2,6,969,28,22,0
2024-11-30 14:00,晴,15.5,0,南风,1,4,968,27,22,0
2024-11-30 15:00,晴,16.5,0,南风,0,0,967,24,22,0
2024-11-30 16:00,晴,15.7,0,南风,0,0,967,25,22,0
2024-11-30 17:00,晴,14.6,0,西南风,0,0,967,32,22,0
2024-11-30 18:00,晴,10.7,0,南风,0,0,967,43,22,0
2024-11-30 19:00,晴,7.8,0,西北风,1,1,967,60,16,0
2024-11-30 20:00,晴,6.7,0,南风,0,0,968,66,12,0
2024-11-30 21:00,晴,6.7,0,南风,1,1,968,61,12,0
2024-11-30 22:00,晴,6.4,0,西南风,0,0,968,65,11,0
2024-11-30 23:00,晴,5.2,0,南风,1,2,968,70,8,0
2024-12-01 00:00,晴,4.8,0,东南风,0,0,968,78,9,0
2024-12-01 01:00,晴,4.3,0,东南风,1,1,968,82,9,0
2024-12-01 02:00,晴,3.8,0,西北风,0,0,968,90,9,0
2024-12-01 03:00,晴,3.3,0,南风,0,0,969,96,9,0
2024-12-01 04:00,晴,3.4,0,东南风,0,0,968,100,9,0
2024-12-01 05:00,晴,3.1,0,东南风,1,1,968,100,8,0
2024-12-01 06:00,晴,2.9,0,南风,1,1,969,99,9,0
2024-12-01 07:00,晴,3,0,东风,1,2,969,100,8,0
2024-12-01 08:00,晴,2.6,0,西南风,1,1,970,100,6,0
2024-12-01 09:00,晴,4.1,0,西风,1,3,970,95,7,0
2024-12-01 10:00,晴,7.8,0,西北风,1,5,970,55,8,0
2024-12-01 11:00,晴,10.6,0,西北风,1,5,969,44,8,0
2024-12-01 12:00,晴,13.3,0,西北风,1,1,966,38,9,0
2024-12-01 13:00,晴,14.3,0,南风,1,1,966,39,10,0
2024-12-01 14:00,晴,15.6,0,西北风,1,1,966,33,12,0
2024-12-01 15:00,晴,17.4,0,西北风,0,0,966,30,12,0
2024-12-01 16:00,晴,16,0,南风,0,0,966,30,12,0
2024-12-01 17:00,晴,11.8,0,东风,1,1,966,52,17,0
2024-12-01 18:00,晴,8.7,0,北风,1,1,966,66,17,0
2024-12-01 19:00,晴,7,0,西北风,0,0,966,71,13,0
2024-12-01 20:00,晴,6,0,西风,1,1,967,82,8,0
2024-12-01 21:00,晴,5.5,0,北风,1,1,967,100,8,0
2024-12-01 22:00,晴,5.3,0,东北风,1,2,968,100,8,0
2024-12-01 23:00,晴,4.9,0,南风,1,1,969,100,7,0
2024-12-02 00:00,晴,4.2,0,西风,1,1,970,100,7,0
2024-12-02 01:00,晴,4.5,0,西北风,1,1,970,100,6,0
2024-12-02 02:00,晴,4.1,0,东南风,0,0,971,100,6,0
2024-12-02 03:00,晴,3,0,北风,0,0,972,100,6,0
2024-12-02 04:00,晴,3.9,0,西北风,0,0,972,100,6,0
2024-12-02 05:00,晴,2.9,0,西北风,1,1,973,100,7,0
2024-12-02 06:00,晴,3.2,0,东风,1,1,973,100,7,0
2024-12-02 07:00,晴,3.2,0,西南风,1,2,974,100,7,0
2024-12-02 08:00,晴,2.7,0,西南风,0,0,975,100,6,0
2024-12-02 09:00,晴,4.3,0,西北风,0,0,975,100,7,21
2024-12-02 10:00,晴,7.1,0,东北风,1,3,976,67,7,43
2024-12-02 11:00,晴,9.4,0,东风,1,4,975,49,9,64
2024-12-02 12:00,晴,11.2,0,北风,1,3,974,43,11,43
2024-12-02 13:00,多云,11.6,0,东北风,2,6,974,35,11,21
2024-12-02 14:00,多云,11.7,0,北风,1,3,973,35,11,0
2024-12-02 15:00,多云,11.7,0,东北风,1,3,973,30,11,20
2024-12-02 16:00,阴,11.7,0,东北风,1,3,973,27,11,39
2024-12-02 17:00,多云,10.6,0,北风,1,3,974,29,11,59
2024-12-02 18:00,多云,9.4,0,北风,1,2,974,40,13,39
2024-12-02 19:00,多云,9.3,0,西北风,1,3,975,50,12,20
2024-12-02 20:00,多云,9.8,0,东北风,1,2,976,40,10,0
2024-12-02 21:00,多云,9.8,0,北风,1,3,976,37,10,16
2024-12-02 22:00,阴,9.7,0,东北风,1,2,977,41,10,33
2024-12-02 23:00,阴,8.7,0,东北风,2,7,977,51,8,49
2024-12-03 00:00,阴,8.6,0,东北风,1,4,977,47,8,33
2024-12-03 01:00,阴,8.2,0,东北风,1,2,977,52,8,16
2024-12-03 02:00,阴,7.9,0,南风,1,2,977,47,8,0
2024-12-03 03:00,多云,8,0,北风,1,1,977,44,8,17
2024-12-03 04:00,多云,6.9,0,东北风,1,2,977,52,8,33
2024-12-03 05:00,阴,6.7,0,东北风,1,3,977,46,9,50
2024-12-03 06:00,多云,6.4,0,北风,1,3,978,46,10,33
2024-12-03 07:00,多云,6.3,0,南风,1,3,978,47,10,17
2024-12-03 08:00,多云,6.1,0,南风,1,5,979,47,11,0
2024-12-03 09:00,晴,6.2,0,东北风,1,3,979,47,11,4
2024-12-03 10:00,晴,6.7,0,北风,1,3,979,45,13,8
2024-12-03 11:00,晴,8.8,0,东北风,1,4,978,41,13,12
2024-12-03 12:00,晴,10.6,0,北风,2,7,977,37,18,8
2024-12-03 13:00,晴,10.8,0,北风,2,7,976,39,18,4
2024-12-03 14:00,阴,11.9,0,北风,1,5,975,33,18,0
2024-12-03 15:00,晴,11.9,0,东北风,1,5,974,32,18,1
2024-12-03 16:00,晴,11.4,0,北风,1,5,974,33,18,3
2024-12-03 17:00,晴,10.9,0,北风,1,3,974,35,18,4
2024-12-03 18:00,晴,9.5,0,北风,1,1,975,40,18,3
2024-12-03 19:00,多云,8.2,0,东风,1,2,976,46,16,1
2024-12-03 20:00,多云,8.3,0,西北风,1,2,977,48,16,0
2024-12-03 21:00,多云,7.6,0,西风,1,1,978,54,14,15
2024-12-03 22:00,多云,8.7,0,北风,1,3,978,49,13,30
2024-12-03 23:00,多云,8.2,0,北风,0,0,978,59,10,45
2024-12-04 00:00,阴,7.8,0,西北风,0,0,979,58,11,30
2024-12-04 01:00,多云,8.3,0,西北风,1,2,979,49,12,15
2024-12-04 02:00,阴,8.3,0,西北风,1,2,979,58,12,0
2024-12-04 03:00,阴,8.3,0,西北风,0,0,979,55,12,24
2024-12-04 04:00,多云,7.6,0,西北风,1,4,978,63,12,47
2024-12-04 05:00,阴,9.3,0,西南风,1,3,978,47,12,71
2024-12-04 06:00,阴,8.9,0,西南风,1,3,979,52,8,47
2024-12-04 07:00,阴,8.4,0,南风,1,2,979,57,7,24
2024-12-04 08:00,阴,8.1,0,西北风,1,4,980,61,8,0
2024-12-04 09:00,阴,8.3,0,西北风,0,0,980,62,9,22
2024-12-04 10:00,阴,9,0,南风,1,5,980,56,9,45
2024-12-04 11:00,阴,9.8,0,南风,1,5,980,50,10,67
2024-12-04 12:00,阴,10.6,2.7,西北风,2,6,979,41,10,45
2024-12-04 13:00,阴,12.1,0,西风,1,5,978,37,11,22
2024-12-04 14:00,多云,12.5,0,南风,1,4,977,34,13,0
2024-12-04 15:00,多云,12.7,0,西北风,2,6,977,32,13,15
2024-12-04 16:00,多云,12.2,0,西北风,1,4,977,33,13,29
2024-12-04 17:00,多云,11.9,0,西北风,1,2,977,32,13,44
2024-12-04 18:00,多云,8.4,0,西北风,0,0,978,48,13,29
2024-12-04 19:00,多云,7.2,0,南风,1,2,979,54,19,15
2024-12-04 20:00,晴,6.5,0,西北风,1,3,979,59,15,0
2024-12-04 21:00,晴,6.4,0,西北风,0,0,980,58,16,1
2024-12-04 22:00,晴,5.3,0,西北风,0,0,980,64,12,1
2024-12-04 23:00,晴,4.4,0,北风,1,1,980,70,7,2
2024-12-05 00:00,晴,6,0,西北风,1,2,980,59,7,1
2024-12-05 01:00,晴,4,0,南风,1,1,980,69,7,1
2024-12-05 02:00,晴,3.5,0,西风,1,3,980,73,7,0
2024-12-05 03:00,晴,5.2,0,西北风,1,1,980,63,7,11
2024-12-05 04:00,多云,3.7,0,西北风,1,3,980,75,7,21
2024-12-05 05:00,阴,3.8,0,西北风,1,3,981,73,7,32
2024-12-05 06:00,多云,3.4,0,西北风,1,2,981,81,9,21
2024-12-05 07:00,阴,4.1,0,西北风,1,3,981,75,8,11
2024-12-05 08:00,阴,3.6,0,西北风,1,2,981,80,8,0
2024-12-05 09:00,阴,5.5,0,西北风,1,4,981,64,8,26
2024-12-05 10:00,阴,7,0,西北风,1,4,981,57,8,52
2024-12-05 11:00,阴,8.7,0,西北风,1,1,980,44,8,78
2024-12-05 12:00,晴,9,0,南风,1,3,979,43,10,52
2024-12-05 13:00,多云,10.8,0,西风,2,8,978,35,15,26
2024-12-05 14:00,多云,10.2,0,南风,2,6,977,38,16,0
2024-12-05 15:00,阴,10.2,0,西北风,1,5,976,38,16,14
2024-12-05 16:00,阴,10.1,0,北风,0,0,976,40,16,27
2024-12-05 17:00,阴,9.8,0,南风,1,3,976,41,16,41
2024-12-05 18:00,阴,8.3,0,西南风,0,0,976,46,16,27
2024-12-05 19:00,多云,6.2,0,西北风,1,3,977,57,14,14
2024-12-05 20:00,晴,5.1,0,西北风,0,0,977,63,13,0
2024-12-05 21:00,晴,4.1,0,西北风,0,0,977,69,9,0
2024-12-05 22:00,晴,3.9,0,西南风,1,1,978,71,9,0
2024-12-05 23:00,晴,3.7,0,西南风,1,2,977,72,9,0
2024-12-06 00:00,晴,3.2,0,南风,1,4,977,74,9,0
2024-12-06 01:00,晴,3.4,0,西北风,1,1,977,81,13,0
2024-12-06 02:00,晴,2.5,0,西北风,0,0,978,93,13,0
2024-12-06 03:00,晴,1.6,0,西北风,1,1,978,100,13,12
2024-12-06 04:00,晴,1.3,0,西北风,0,0,978,100,13,25
2024-12-06 05:00,多云,0.9,0,西北风,0,0,977,100,13,37
2024-12-06 06:00,多云,0.9,0,西北风,1,3,977,100,13,25
2024-12-06 07:00,多云,0.6,0,西北风,1,1,977,100,13,12
2024-12-06 08:00,多云,0.4,0,西北风,0,0,978,100,6,0
2024-12-06 09:00,晴,2.3,0,西北风,1,2,978,100,6,2
2024-12-06 10:00,多云,4.7,0,西北风,1,3,979,79,7,3
2024-12-06 11:00,多云,7.2,0,西北风,1,3,979,61,6,5
2024-12-06 12:00,多云,9,0,西南风,2,8,978,48,7,3
2024-12-06 13:00,多云,9.3,0,西北风,1,3,978,43,11,2
2024-12-06 14:00,晴,11.1,0,南风,1,1,977,39,11,0
2024-12-06 15:00,多云,11.4,0,南风,1,3,976,36,11,0
2024-12-06 16:00,多云,11.2,0,南风,1,4,976,36,11,0
2024-12-06 17:00,晴,10.1,0,西南风,1,3,976,42,11,0
2024-12-06 18:00,晴,7.9,0,西南风,1,1,977,49,11,0
2024-12-06 19:00,晴,5.8,0,南风,0,0,978,61,14,0
2024-12-06 20:00,晴,4.7,0,西北风,1,2,979,69,10,0
2024-12-06 21:00,晴,4,0,西北风,1,1,980,74,8,8
2024-12-06 22:00,晴,3.4,0,西北风,1,1,980,83,8,17
2024-12-06 23:00,晴,3.2,0,东南风,1,1,981,84,5,25
2024-12-07 00:00,晴,2.9,0,北风,1,1,981,90,5,17
2024-12-07 01:00,多云,3,0,南风,1,3,981,83,6,8
2024-12-07 02:00,多云,3.8,0,西北风,0,0,982,78,5,0
2024-12-07 03:00,多云,3.1,0,西南风,1,4,983,82,5,13
2024-12-07 04:00,多云,3.5,0,西北风,0,0,982,75,5,25
2024-12-07 05:00,多云,2.9,0,西北风,1,4,983,82,5,38
2024-12-07 06:00,多云,3.4,0,西北风,1,3,983,80,5,25
2024-12-07 07:00,多云,3.2,0,西风,1,1,984,85,5,13
2024-12-07 08:00,多云,2.9,0,西北风,1,3,985,91,5,0
2024-12-07 09:00,多云,4.6,0,东北风,1,5,986,67,5,1
2024-12-07 10:00,晴,5.2,0,东北风,1,4,987,50,9,2
2024-12-07 11:00,多云,6.9,0,东北风,2,6,987,36,9,3
2024-12-07 12:00,多云,7.5,0,东北风,2,6,985,35,13,2
